Tweet,Target 1,Stance 1,seen?
"Republican support Home-Schooling because: -a) Religious freaks likely to be Ultra conserrvative will increase their ranks -b) People who canno't even afford public school, will try to educate their kids themselves which will lead to a nation of analphabetes easily manipulated by Fox, cnn and the like",home schoolers,AGAINST,1
"The biggest problem right now is the media giving equal time in every serious debate to quacks and loonies and like Sharon Howell. Flat-earthers and their ilk with flaky, religious-based conclusions should not be given air time in any discussion of scientific facts.",flat earth,AGAINST,1
"""It would only invest the United States in the message that Israel is here to stay."" Why is it up to the United States to do any such thing? Israel has been in existence for nearly 70 years. It is up to them to make their own case for their own legitimacy. However, they have made a very poor case for it under Bibi.",u.s. embassy,AGAINST,1
"full disclosure: I own a Jetta TDI that aside, I can go along with the premise that our business environment is already heavily regulated--I live and die with building codes and construction permitting officials. and I would agree with the assertion that another telephone book's worth of regs would not have deterred VW's deliberate and diabolical circumvention of well established regs. I could also go along with industry having a very important voice in the framing of regulations. But where, Mr Adams--where, pray tell, does it follow that ""businesses are...best equipped to regulate themselves?"" Your syllogism is lacking a critical premise.",company,AGAINST,1
"Keep the basket where it is but make a 1 point shot line close to the basket. A dunk requires no skill, it just requires the right genes. And for added fun make another line farther out than the 3 pointer, why not have a 4 point shot?",rim,AGAINST,1
"Why should people who choose to follow superstitious folklore be permitted to endanger the rest of us? I do not abide religious exemptions for anything that affects public health and welfare (and that includes property taxes as well as vaccinations, military service, etc.) We must stop allowing those who believe fairy tales to influence public policy.",mandatory child,FAVOR,1
"I agree that legislation neither can nor should alter one's intellectual disposition (or demonstrated deficiency thereof), but what is the cumulative, aggregate effect of such a hands-off approach from our government when the media is so actively involved in pursuit of the polar opposite: informing citizens' views, fertilizing nascent biases with clever sound bites, punditry and selective editing, and even stoking flames of [fill in the blank] - all the while protected by the First Amendment? The result is a two-way mirror, with the citizen - Quran burning or not - sitting in the interrogation room, too comfortable in his or her biases or just too dumb to question the reflection before them.",medium bias,AGAINST,1
"Of course it is time! It should have been done long ago. How has the embargo benefitted us or the Cubans or any of the past participants over the years? It has not. It is a foolish remnant of a Cold War which ended long ago in a different time and existed in a much different world. Foolish saber-rattling by foolish people in a foolish effort. The embargo belongs in history books, not on our back porch.",u.s,AGAINST,1
"Discipline is the first thing that any school worth its salt needs to teach. It is most important to teach respect for others, particularly fellow students who are there to learn not to be disrupted and distracted by this sort of thing. Freedom has become a useless trope in our society because we attach no responsibility to it. Long ago when I was attending an excellent public school we students would not have tolerated a person like the one you describe and let me say we were a remarkably tolerant class.",charter school,FAVOR,1
"Citizenship as marriage seems a rather bizarre comparison, but even accepting that, analogy, the argument against dual citizenship fails. People can and do have more than one loyalty in their lives. Does my love for my spouse exclude that for a parent, or a child, or a sibling? Oversimplification is the fatal flaw of the extremists of both left and right.",dual citizenship,FAVOR,1
"I am sorry but I agree. I love books and libraries. However, my kid being in elementary school, and having Library as special subject (along with music, gym, art, computers), I often think he better had a foreign language or something else instead of Library. The teachers already teach regularly the students about books and authors, and help them in this domain, in addition to very accessible local libraries and children librarians.",school librarian,AGAINST,1
"I sincerely believe that I would have died many years ago had I not done my own homework, researched my doctors' counsel, and found their advice wanting. Just remember: In most cases, a doctor's compensation is based, essentially, on just one variable: The quality of forms submitted to third party payors, such as Blue Cross or Medicare. If the form looks alright, the doctor is paid, Whether you live, die, get better, don't get better or drop dead five minutes after you have exited the doctor's plush arrogant office, is really quite besides the point. Patients: Don't be so patient.",medical website,FAVOR,1
"No to tax breaks for private education - it takes public money away from public schools, which need. Furthermore, this will further erode separation of church and state. Finally, the is a conservative scam to take public monies for private benefit.",tax break,AGAINST,1
"Not only is broken windows policing effective at preventing minor crime, and doing so at far less cost and risk and with lesser punishments, but it contributes strongly to the quality of life, and that shouldn't be underestimated. A boom car isn't as serious as a drive-by killing, but try getting work done on Saturday afternoon when the guy across the street is driving one. We need to prevent major crimes, but we also need to maintain a livable, civil environment in which to live our everyday lives.",minor violation,AGAINST,1
"there has been no evidence , I repeat absolutely no benefit to all the various schemes to frame ""let rich keep all their cash"" as a sure fired way to get economy going. What is happening is the unannounced side effect of starving the low, middle, and upper middle , which does have a powerful effect, it starves the economy. What is wrong now is lower 90 % do not have disposable income, it has been taxed away food costed away healthcare costed away and stagnated wages away [yes I made some new words]. All that explosive growth of ceo salary is not free money it comes directly from all other emp[loyees. If we force much more onto the wealthy thru tax changes we are unlikely to even get a thankyou before the money is wisked away to tax shelter. The idea that this money would be immediately used to hire is total lunacy, the people saying it most of them anyway know this, but saying it over and over works for some.",capital gain,AGAINST,1
"What a silly line of reasoning. We have to stop thinking about immigrants as people who simply take our stuff, as if there were a finite supply of ""jobs"" piled up in a warehouse somewhere, the distribution of which is a zero-sum exercise. Immigrants are people and people are assets; they bring their creativity, energy, and culture to America for everyone's benefit. If that needs to be stated in terms one can measure with a dollar value, think of immigrants as sources of customer demand, stimulating employment. Immigrant-run restaurants and shops are a perfect example. Would native-born Americans be working at Chinese restaurants or Mexican bakeries if not for immigration? No, because those businesses wouldn't exist in the first place, and we'd all be worse off as a result. If those who call for America to exclude immigrants get their wish, the immigrants will benefit some other country, at which point these same pundits will predictably get their pants in a twist because ""Country X is beating us"" in education, employment, creativity, etc.",immigration,FAVOR,1
"Lift the embargo? What for? The Castro brothers and their sycophants are deeply entrenched and are not going anywhere, with or without an embargo. Lifting the embargo will just make them even...wealthier than they already are. Those two despicable hypocrites call themselves Communists and are living in luxury while most on the island struggle everyday to survive. And don't kid yourselves, they have ruled with an iron fist for 54 years and have executed thousands, and thousands of people without batting an eyelash in order to stay in power. Many, many more have perished in the high seas trying to escape. Many lives lost, families destroyed, misery, poverty, hunger, and for what? What kind of a revolution was that?",sanction,FAVOR,1
"My granddaughter entered a pageant to get scholarship money for college, was Miss Nevada and went to Miss America. She went on to college at Willamette U., graduated magnacumlaude, graduated from Georgetown Law JD, graduated with distinction Georgetown Law LL.M and is now a Law Professor at University of Tulsa. She is still beautiful and wise and was able to get this education by scholarships from Miss America and many other honors. All contestants are not only there for their beauty. They are there because of substance to their character and a devotion to give back.",miss america,FAVOR,1
"I see a complete idiocy surrounding rejection of vaccinations made worse by foolish false statements on the internet and in the media. And this idiocy is compounded by the paucity of early science education. Children should be taught the history of preventing disease from a very early age. The history vaccination, beginning with Jenner and smallpox vaccination, is a good place to begin. Lessons about are herd immunity necessary too. Just one person being vaccinated isn't enough. Unfortunately, I first learned about this as a very young child when I was hospitalized with polio right before the Salk vaccine began to be used. You want that for your child?",vaccination,FAVOR,1
"As Caroline Glicks less than artful use of quotation marks demonstrates, many people, especially Israelis are unwilling to even recognize the existence of the Palestinian people, let alone state. Much easier to appropriate land and refuse to respect anothers basic human rights if you refuse to admit they are even there, or fully human. First and foremost should be the full recognition that a people can be defined by any name they choose and have the right to a voice in establishing their future and a right to equal status under the law. Just as the fact there was no Israel, or Israelis 100 years ago doesn't negate that nations right to self determination, so the same should be for the Palestinians. Nations should recognize the Palestinian people and their right to not be held in legal limbo. Hillel said ""That which is despicable to you, do not do to your fellow, this is the whole Torah, and the rest is commentary, go and learn it."" It is despicable to me that one people can hold dominion over another. That needs to end, all the rest is just details.",palestinian state,FAVOR,1
"No one is suggesting that technology should replace human resources. It is true that racial minorities believe they experience unfair police scrutiny, but data-driven policing ensures that victim reports, not racial or ethnic biases, determine where police department focus their crime prevention efforts.",crime,AGAINST,1
Denying a child the chance to experience the joys and freedom of childhood deprives them of the opportunity to learn to be creative as well as to develop one of the most important bases for a full life. Most of the people I know who did not get a chance to be children lack a sense of joy in their lives and have a sense of sadness or rigidity about them.,extreme parenting,AGAINST,1
"If, as the author suggests, ""Most parents who individualize the vaccine schedule are actively educating themselves, continually assessing their family's specific health needs, and doing everything they can to keep their children safe and healthy,"" then why are we having these outbreaks? It is apparent that whatever these parents are doing is not working, and in the interest of public safety, it is time for meaningful legislation to ensure that these preventable diseases are indeed prevented.",vaccination,FAVOR,1
"Evidently the increase in agricultural workers salaries would eat into the growers profits. The opposition of the Farm lobby is indicative of that. Also, where would the replacement workers come from? Maybe some of the readers posting comments in favor of E verify would like to volunteer. And don't forget all the other sectors of the economy where immigrant labor is used. Yes, you can probably attract American workers with Google pay/benefit packages, but the Growers would go out of business due to the costs. And then, when the economy picked up, those workers would immediately move back to the city and we would be back to square one.",illegal labor,FAVOR,1
"The usual tripe and nonsense from an apologist for the Arab Terror Method of Political Engagement. When the adults amongst us see arab muslims grant and respect the sovereign rights of others in the middle east, including the kurds, yazidis, azeri, bahai, cop tics, maronites, chaldeans, maneachans, and jews, THEN I might begin to believe that the relentless, mindless commitment to war and violence by arab muslims against all others might be ceased, and there might be peace achieved in the mideast. The juvenile pandering by feckless, hypocritical European regimes 3,000 miles away from the nearest hostile arab muslim-majority state affirm the general lack of respect that should be granted to the European perspective. Their dictates as to how Israel should be treating a population whose majority supports terrorism against it are wholly meaningless. Bargohouti of course offers the usual bile about Israel and a 2-state solution, and then exposes himself as nothing but a despicable liar by demanding that millions of arab muslims be allowed to move into Israel, despite have no legal foundation to do so. The NYT can do better.",palestinian state,FAVOR,1
"Rather than waste our time with reductive, ideological nonsense such as this, the Times should print the article on schools in Finland in the Atlantic and how and why their students rank top of the world. Hint: not by denigrating and underpaying teachers. Another hint: there are no private schools in Finland. Wonder what Mr. heritage and Mr. enterprise think of that. Hint: predictable.",teacher,FAVOR,1
"Since Syria is a client of Iran, Iran is the mentor in the relationship, much like Russia mentors Iran. Iran most serious copncern is the United States and Israel desire to stop its nuclear development programs. Syria with its religious war is a diversion, especially if President Obama can be duped to believe that he is saving the world from Syrian atrocities, while what he does is take his eyes of the ball, the ball of Iranian nuclears. No, Iran cannot help the United States in Syria, its goal is to complete its nuclear program without hassle from the United States, and particularly from Israel",u.s,AGAINST,1
"If anyone is interested in seeing the light at the end of the tunnel, a glimpse of the most likely outcome for this seemingly intractable situation, I would invite them to read Caroline Glick's book, ""The Isreali Solution: a One Step Plan for Peace."". The two state solution is no longer viable. The book will shock your world.",palestinian state,AGAINST,1
"I agree it will be a useful tool, to deport them. First identify all the people who have ignored the immigration laws of the US and then quietly deport them so they can be reunited with their families back in their country of origin.",id card,FAVOR,1
One of the biggest causes of the decline in the Bar pass rates is the spread of for-profit law schools. Their pass rates are always the lowest in the state and they have the highest default rate on loans. The most obvious first step is for the government to stop insuring any loans to for profit schools.,bar,AGAINST,1
"This part, ""The worst part of the travel experience today is the part that's the most heavily regulated; in fact, it's run by the government itself. The security experience is awful.."" seems to forget that private security failed most catastrophically on 9/11. Disgraceful.",government,FAVOR,1
"The problem is not US support for Israel- it is the unquestioning support for the Likudniks and instant vilification of anyone who questions or criticizes anything the Israeli government decides to do that is the problem. AIPAC needs to be flushed out and shown to the bright sunshine which should greatly weaken it's undue influence in our politics. A speck of a country the size of a county in most US states should not be the tail wagging the dog in Mideast policy. I want Israeli politics out of US foreign policy and I am not alone. I do not wish any ill upon the people or nation of Israel, but am tired of AIPAC undue influence in our foreign policy. There will be no lasting peace in the Israel until all parties see justice done. The Likudniks have no intention of brokering an honest and just peace with the Palestinian people nor respecting their rights of property. Modern Israel is an apartheid state and should be shunned until they come to their senses.",israel,AGAINST,1
"the bottom line is just that the bottom line, so long as we encourage the continued raping of this country citizenry then the more recent for profit colleges/financing will continue to hurt all. Ergo the need to return to non profit colleges and universities would fix the real issues here. Of course so long as we have republicans controlling most of this nations governments this will never happen. Whatever happened to the SEC, as a for instance. The lack of morals/ethics and community spirit has undermined all but the 1% or those wannabes. Truly disgusting and what's worse I don;t see how this ever really changes?",college,FAVOR,1
"It's nice to think that we can just disengage from the Middle East, but ISIS hate us. If we give them an inch, they'll take a mile and then it'll be a breeding ground for terrorists over there just like Afghanistan was. We have to go after radical Islamists when we have the opportunity.",u.s,FAVOR,1
"We need objective information about different Universities/Colleges but I think the type of information the Obama Admin wants wont be that useful. Most reputable charities provide information on the percentage of their funds are spent on administration and what percentage is spent on charitable activities. I think the most useful rating system that could be enacted is one that provides information on what percentage of tuition is spent on administrative salaries and non-instructional costs and what is spent on instruction. Instruction would include: libraries, technology in classrooms, faculty salaries, advising etc. Administrative salaries, fancy food courts, fancy health clubs and the endless numbers of Vice Presidents would be excluded from Instructional Costs. I am a faculty member at public university and I have not had a raise in almost 8 years. I can tell you that most of the tuition money is not going to people like me who work with students every single day. If Universities had to state clearly how much money is spent on non-instructinal activities perhaps things would start to change for the better.",grade college,AGAINST,1
"People should not adopt animals whose needs they cannot meet, regardless of what might seem beneficial to the children in the house. If a family for some reason needs a declawed cat, that family should adopt one of the many from a shelter rather than adopting an unaltered cat and declawing him to their convenience and his detriment.",cat,AGAINST,1
"The question is not whether America has the credibility to coddle and bribe Israel into some decent or judicious place, but why we should help Israel at all! And what can possibly be the point of having a ""debate' without admitting that Americans are sick of Israel, and why foment a ""debate"" dominated, as most ""american newspaper"" debates now are, dominated by Israelis. Trying to fathom American opinion is not possible. Is it NOT counterproductive to do this phony PR or feel good thing for Israel when American clearly and increasingly sick of Israel and it's troublemaking. The latest constant Isareli screaming to bomb Iran and blackmail America before the election has resulted childish predictable blurbs that don't address or the subject. Who's childish idea was this?",israel,AGAINST,1
"The debate seems limited to certain medical websites. What really gives good options is the reading of research articles themselves. Yes, it requires more education and some knowledge of anatomy, neurology, etc. But those who can do it, can find doctors and researchers willing to treat them. And they can manage their problems much better than if they relied on a single doctor. And don't forget, the US is almost the last resort for medical advice. Big pharma here is unfettered and excludes supplements and unpatentable drugs. Much research is going on elsewhere in the world. You must read those articles, and act accordingly. Read Swiss, Italian, Armenia, Turksih researchers!",medical website,FAVOR,1
"President Obama received a Nobel Prize for Peace because so many influential people were so convinced that he would pursue peace by resolving the nexus of antagonism that separates the Muslim and Judeo-Christian worlds ... by ending the policy of making Palestinians pay for what Germans did to Jews during World War II. More than any other president, Obama had the opportunity to advance peace by advancing justice when the Palestinians made their bid for statehood at the United Nations last September. If Obama had supported that effort, every nation in the world except Israel would have voted in favor of the motion, and Israel would have gotten the message that it is time to be as seriously forthcoming as J-Street advocates. Instead, he betrayed the Palestinians and isolated the United States more forcefully than has yet become apparent. If Romney is elected, that isolation will become fully manifest. If Obama is re-elected, there may be a second chance to earn that prematurely awarded Nobel Prize. Yes, support for Israel has hurt U.S. credibility. And the smidgen of credibility that is left may soon be obliterated.",palestinian statehood,FAVOR,1
"A great article. Many vegans may find themselves poised against it, but, beyond proving the scientific information in the article to be wrong, it will be very difficult to come to another conclusion than the author arrives at. Vegetarianism and veganism are mainly moralistic choices of life style, and should be presented as such. But somewhere along the way vegans decided to also try to make the argument that it's the healthier life choice, which is progressively being proven to be wrong. It's fine to decide to be a vegan. The fact that it's not the healthiest alternative only makes the moral choice more courageous. Nonetheless, I agree with the author that such decisions should not be imposed on children.",everyone,FAVOR,1
"My daughter would LOVE to be able to opt in and out of classes at the Virginia public high school she attends. Personally, I would LOVE to be able to pull her out of certain classes and get her tutored in them or some such. But that's now how it works. If her high school is not good enough for these kids to attend, then they have no business being there playing sports. It is not a cafeteria, you don't get to pick and choose what you do and do take off the tray. Why don't we just take team sports out of the schools and make them a separate institution? Certainly a lot of the folks who are gung ho on their local high school football and basketball programs don't give much of a damn about the academics of those students anyway so long as they can have a winning team. Let's set up something elsewhere and let the rest of our kids concentrate on getting an education that will enable them to do something besides playing sports!",high school team,AGAINST,1
"""Because I can do the best work of my career there."" I think that constitutes fun, or at least satisfaction. Any company that PREVENTS employees from working productively, despite increasing demands upon said productivity - misery all around. I don't care about fancy gyms, I want respect and efficiency. And yes, not to drop dead at age 50 from a heart attack.",worker,FAVOR,1
"It's sad an ludicrous that this should even be open to debate...all citizens have the right to an equal education in order to have some chance at equal opportunity, and it seems pretty obvious that schools for the deaf are essential to giving them equal opportunity. So, advocates for closing these schools to cover a budgetary gap would seem to be saying ""hey, it's ok to deny rights to a segment of society if they're not large enough to protest"". Bad enough that our educational system is inadequate as it is, but to deny a whole class of people anything approaching an adequate education is ludicrous. Can anyone on the other side of this issue lay claim to being interested in the needs of all citizens? Oh, I suppose 'the market' will step in and fill this need? Please.",equal education,FAVOR,1
"Regardless of what other commenters think about Palestine and the Palestinians- some of it blatantly racist e.g. that Arabs are a violent people and therefore not worthy of U.S. support, some of it just historically ignorant- e.g. Arafat turned down a peace deal and therefore Palestinians are undeserving of a state forever after - the issue isn't Palestine v. Israel. The issue is whether the U.S. can be an impartial mediator in the dispute. And it cannot. The U.S., for better or for worse, wrongfully or rightfully, has a 'special relationship' with Israel that will always, always, always come first. Regardless of the current state of affairs, of who is on the 'wrong' or 'right' side of the latest iteration of the conflict, the U.S. is in Israel's corner first and the peace process's second. We therefore can never be a true mediator in this issue.",israel,AGAINST,1
"One way Americans can change their diets is to do it ONE small step at a time. For example, I decided to drink green tea in the morning, instead of a coffee latte. Later, I decided to substitute iced water for soft drinks. Another change was whole wheat thin buns for sandwiches, instead of regular bread. Instead of yogurt with lots of calories and sugar, I now eat plain, non-fat Greek yogurt mixed with fresh fruits like blueberries or bananas. Each change was painless and over the years the weight melted away, until I reached a BMI number of 22. I think I would have been discouraged if I had tried to make all the changes in my diet at once. It would have seemed too hard.",advice eating well,FAVOR,1
"The statement that this writer makes about ""... all the refugees he met showed love and compassion"" reminds me of the George Bush statement that ""he could see the soul of Putin by looking at his eyes."" This writer, well intentioned but so blinded by his own belief system, has to admit that even if 1% of the 1,000,000 'refugees' are radicals or dangerous than that is 1,000 people. Rather than bring in large numbers of refugees, the west should build modern camps in the middle east where these individuals can be protected from war, and when Syria is more stable then they can return home. In addition, why don't the wealthy Arab countries take in these refugees? Saudi Arabia, Dubai, Arab Emigrates. The vetting process is simply not effective, not accurate, and prone to error.",refugee,AGAINST,1
"Facebook and Google and Match.com, etc -- social medial in general have put a stake in the heart of any semblance of romantic love. What used to be the private connection between 2 individuals has become a public performance where anyone is invited to weigh in. The magic surprise element is gone because we now demand umpteen photos before a date is considered... yet the art of dating, too, seems passe.. Alas!",romance,FAVOR,1
"This is hardly a 'first generation' problem. For jobs requiring quiet and deep immersion in thought, an open plan can be the kiss of death. Almost thirty years ago temporary removal of cubicle walls in my IT department created chaos. It sometimes takes quite a bit of time to mentally drill down to the core of a problem. The constant distractions, visual and aural, of a badly designed open plan can, in a moment, put you right back in square one. Repeat until end of day, every day, and see how productive you are.",office layout,FAVOR,1
"""The Palestinians refuse to recognize or peacefully coexist with the State of Israel."" This is such an old tired argument. Surely for the future of the children born in the Middle East -- people can come together to create a lasting peace that really works?",peace middle east,FAVOR,1
"If only the United States would look to this model in Sweden. I have paid so greatly in terms of money for childcare for my three children throughout the years. I estimate it to be greater than $140,000.00, and it was never enough to benefit me when filing tax returns. It was a minimum of $600.00 per month for one child, at 40 hours per week. When I scaled back to 16 hours a week after my third childs birth, my take home pay was one dollar per hour. This was due to the cost of healthcare premiums and childcare cost. The ray of sunshine in this was that the childcare center was onsite in the hospital where I worked, and this allowed me to nurse my son on demand, and return to my desk without disruption.",smart investment,FAVOR,1
"""Any nation wishing to declare independence should meet three essential elements: a strong central government, control of defined territory and security."" Is the Author suggesting that Israel doesn't fulfill the requirements for being a State? Israel barely fulfills any of the three requirements the Author considers ""essential elements"" for being a State: 1. Strong Government - Israel has a history of weak coalition governments, with the major parties hostage to extremist fringe minor partners. 2. Defined Borders - What are Israel's borders? '67 Armistice Lines? East Jerusalem? Settlements? 3. Security - The Israeli government keep claiming that Israel is under constant existential treat from its neighbors. PS Israel fulfilled non of these requirements when it was declared a State by the UN.",palestinian state,FAVOR,1
"If media outlets would be fair and objective and report the news, there would be no need to to Facebook and see what others are talking about. Facebook is a democratization of the news in the sense that you can find stories and opinions that the corporate media are too afraid or intimidated or just plain arrogantly refusing to cover. Bernie Sanders is just one example NYT. Please wake up and do the right thing before you become irrelevant.",newspaper,AGAINST,1
"Legal or illegal, prostitution will continue. This is evident around the world. Sex is a basic inherent need and prostitution will not go away regardless of the criminal penalties. The only rational approach is to bring it above ground, gain transparency, and enforce safety regulations. These things happen only with legalized prostitution. New Zealand is today a great example of legalized prostitution where workers are well-treated and safe.",prostitution,FAVOR,1
"I could live with a flat 15% Federal tax on all income,with few deductions.Maybe add a flat 3% for state and be done with it.How can individuals and corporations plan for the long term,when politicians are constantly changing the tax code?I keep reading that 70% of the economy is consumer spending.We need more incentives for Americans to save and invest and spend less.Maybe more consumption taxes,like Europe,that are hard to evade and lower taxes on investment make sense.",capital gain,AGAINST,1
"As long as jobs are scarce, it makes sense that people who have not been convicted should have a better shot at them. This means that the burden of the scarcity of jobs should fall more heavily on the convicted, even though this makes it more difficult for them to go straight and have successful lives. On the other hand, those with criminal records and experience are more likely to return to crime if they cant find legal sources of income like jobs, and those with no criminal experience are less likely. From this point of view, it makes sense to give the oil to the squeaky hinges, thereby rewarding lawbreaking and penalizing those who have not gotten caught breaking the law. This is our present policy, which we wind up with because it is supposedly cheaper in the short run. People unlikely to make trouble because they cannot find jobs are left to their own devices.",employer 's first impression,AGAINST,1
Anyone who says or even thinks that air travel today is superior in any meaningful way to air travel before regulation has no direct knowledge of regulated air travel. - I do. Air travel today is equivalent to bus travel in the sixties. I remember that as well. There is no such thing as a free market in any industry -- least of all the airline industry.,government,AGAINST,1
"This much I have learned: Most people are good. Most people want to do a good job if they are allowed. Life is about balance and not everyone's balance is the same. Having said that it is important to have a job that is rewarding and to have rewarding time away from work. If you hire good people and treat them like good people you will need fewer rules. The fewer rules, the more nimble the company. Nimble companies tend to survive and prosper. Large behemoths, merely survive, until entropy takes over.",worker,FAVOR,1
"No way should they get a tax break. If they get tax breaks, then what about the people who never had children--should they as well? What about people who don't have children in school any longer? You get what you pay for America. If you don't fund access for all to education, then we would not live in a country with the possibility for social mobility.",home schoolers,AGAINST,1
"I am embarrassed for the N Y Times for giving any space to this tired old myth. It is time for the Times to make a stand for the truth. If you cannot do it on the Middle East, if you cannot do it on Fracking and Climate Change, if you can't do it on Bernie Sanders, you can, at least, do it here on marijuanna.",gateway drug,AGAINST,1
"It is getting very tiresome hearing ""experts"" such as Abrahms repeat the lie that Assad never harmed Americans. During the American occupation of Iraq, Assad sent thousands of Jihadis to kill US soldiers and Iraqi civilians. These Jihadis were responsible for the worst atrocities of the Iraq war. Only last year, Assad's chief Mufti threatened Europe with ""suicide bombers"". His father Hafez was responsible for the killing of 241 US marines in a suicide attack on their barracks in Lebanon. ""The enemy of my enemy is my friend"" is, apparently, what passes for analysis on the Middle East these days. It is a platitude by which not a single government in the Middle East has ever been known to set its policies by.",isi,AGAINST,1
"The criticism harps on Ginsburg's comments as partisan expressions. They do not address his politics, but his mental incompetence. She poses the matter of listening with some attentiveness to the village idiot, but should he be allowed to run the town? She addresses mental fitness and if there is no capacity for integrity.",election,FAVOR,1
"No of course it should not be illegal as long as proper technique are used. A cat is a possession, it has no say in the matter. Next someone will insist that we treat animals like people and have government mandated health insurance. Just foolish.",cat,FAVOR,1
"As long as any significant portion of the Palestinian people continue to declare war on Israel's existence, there will never be a Palestinian state. First, and foremost, because that same significant percentage of Palestinians would not accept a sovereign state without first seeing the end of Israel. And Britain should be ashamed of accepting a circumvention of civil liberty by accepting any form of sharia law into the British legal system. What moral cowards do is of no consequence to the well being of western freedoms.",palestinian state,AGAINST,1
"I couldn't agree more with Wygant's broader argument. What in the world is happening to us? About six months ago I attended a training course for new employees at the university where I work. I arrived about fifteen minutes early, as did about twenty other people. During the entire fifteen minutes before the instructor arrived and started the class, no one said a thing. They all watched videos, listened to music, or checked email on their smart phones. Real-world encounters and conversations are how members of the opposite sex meet each other and build relationships. But if I see someone engrossed in facebook or instant messaging, no matter how attractive she is, I will simply assume she doesn't want to be bothered. These technologies are very chick and very smart, but what we are in denial about is that they work to inhibit real world communication between human beings rather than promote it. It is a means of shutting out the world. If you have your eyes and ears buried in your smart phone or your ipod, you are not interacting with the what's happening around you; you are interacting with the technology.",social medium,AGAINST,1
"How dare the NYT and a group of right wing propaganda; the two nations that are the danger to the world are Israel and the U.S. The U.S has built an empire built on fear; in our domestic politics and well as foreign policy, the focus is always on the danger other nations present, but that is just propaganda for the totally ignorant Americans. How many countries have politicians as stupid as Ted Cruz who advocates carpet bombing a population? Only the U.S. and Israel tolerate such barbarians, and then have mass media such as the NYT commissioned articles to denigrate other nations.",threat,AGAINST,1
"Public school inevitably has a one-size-fits-all conundrum. I basically hated high school and loved college. The primary difference was not having to spend so many hours a day in class. I believe had my daily 7 hour high school imprisonment increased beyond its 8:30 to 3:30 schedule, I'd have gone from hating it to dropping out.",high school hour,AGAINST,1
"I'm not a Palestinian or an Israeli, so I don't have a dog in this fight. However, as a basic principle, it is a fundamental right of any nation to have a homeland and it is only that people's decision to declare their independence and establish their own state.",nation,FAVOR,1
"Aron (#36) is right. Not every part of the educational system here in the U.S. is broken. Only those parts that serve the poor are broken. Mr. Canada's suggestion might well be necessary for the schools he oversees. But most schools don't have the same problems, and for them a longer school day seems unnecessary. To bridge the achievement gap, we need to bring the bottom up. The top is for the most part where it ought to be.",school,FAVOR,1
"Why bypass Charles? The succession is not a popularity contest. Nobody gave tuppence for George VI's chances when he came to the throne - the stutterer - yet he proved to be a good and decent king, who burnished the crown with honor. And the writer might want to check the veracity of the toothpaste story - it happened when Charles had a broken arm.",prince charles,FAVOR,1
"Dual citizenship shows a hedged bet, a lack of commitment to the United States, as one of the turncoat, Harvard-educated Facebook billionaires demonstrated yesterday when the tax bill was coming due. This ex-American-Brazilian is now just Brazilian (not so bad) and living the high life in Singapore. Greed personified. Dual-nationals don't have a true allegiance to either country. I don't think the United States really needs anyone who wants to hedge their bet on American citizenship for any reason, but we especially do not need jerks to make billions here thanks to the United States and then skip town when the taxes come due. Once they renounce, do not let them back in.",dual citizenship,AGAINST,1
Personally I want a private office or work space with a door I can close. That's just me. If I could do without a telephone I think that would be heaven. An employees' cafeteria or lounge would be more than adequate to satisfy my social needs. Perhaps I feel this way because I was an only child and have always been content with my own company. I don't dislike company - I merely want to decide for myself when I want company and when I don't. I find most social situations a waste of my time. Why be bored to death at a party when there is a good book to read in the comfort of one's own home?,office layout,FAVOR,1
"I've had nightmares since early childhood, as early as I can remember. Also suffered from some degree of depression most of my life. Ten or fifteen years ago I discovered I could, sometimes, change the course of the dream from terrible to ok; stopping the terror I was feeling in the dream. I have to feel that if one can end or control a nightmare, one should; the constant nightly terrors disturbed my sleep terribly, and I never felt rested in the daytime. When I can change a dream, I rest much better. Oh, and while I was taking a certain antidepressant which I got off this year, all memory of dreams pretty much stopped. When I began to wean off it, the nightmares returned, but went away in a short time. In much of my adult life I have felt helpless to control what happened to me, but I believe that when I learned to control the nighmares' outcomes, I began to feel more control in waking life, too.",dream,FAVOR,1
"There are no nor will there ever be any saints nor angels on Earth. The greatest humans to live in the 20th Century Mahatma Gandhi, Nelson Mandela and Martin Luther King, Jr, were not Catholic let along saints. Dietrich Bonhoffer was Catholic. So were Isabella and Ferdinand. Alexander Hamilton, John Brown and Abraham Lincoln were not Catholics nor saints.",mother teresa,AGAINST,1
"I think Steven A. Shaw may be on to something here. One of the things I have noticed while traveling and living abroad is how much better the service is in countries where there is no tipping (China) or where the tip is automatically added to the check (much of Europe). As counter-intuitive as it seems, I have come to the conclusion that tipping is actually a disincentive to good service but could never develop any notions as to why that might be.",tip,AGAINST,1
"Even if an ev gets the equivalent of 38 mpg, the electricity is sourced domestically, rather than from overseas, or Canadian tar sands, both of which has huge collateral costs. And, as electric generation migrates to sustainable baseload, ie geothermal, or large-area wind and solar with large scale storage, the CO2 emissions drop. No one will have to pay $33,000 for a Leaf, either, due to the tax incentives, which are a very wise and efficient use of tax dollars.",electric car,FAVOR,1
